initial_trust,initial_risk,round,trust
0.1,0.14210526315789473,18,0.08140760363932363
0.1,0.14210526315789473,19,0.0803536620891829
0.1,0.14210526315789473,20,0.07944034257046911
0.1,0.14210526315789473,21,0.07871397328988058
0.1,0.14210526315789473,22,0.07776319169276599
0.1,0.14210526315789473,23,0.07695845411392009
0.1,0.14210526315789473,24,0.07590782138816188
0.1,0.14210526315789473,25,0.07457156078568856
0.1,0.14210526315789473,26,0.07381637678245773
0.1,0.14210526315789473,27,0.07258798554234816
0.1,0.14210526315789473,28,0.07142414257992738
0.1,0.14210526315789473,29,0.0701949995413645
0.1,0.14210526315789473,30,0.06922234937148283
0.1,0.14210526315789473,31,0.06840642214806551
0.1,0.14210526315789473,32,0.0674370630393327
0.1,0.14210526315789473,33,0.06656123499754865
0.1,0.14210526315789473,34,0.06528515880552158
0.1,0.14210526315789473,35,0.06460558064818116
0.1,0.14210526315789473,36,0.06386297266368514
0.1,0.14210526315789473,37,0.0630070981122616
0.1,0.14210526315789473,38,0.06197127609626426
0.1,0.14210526315789473,39,0.06076376559882936
0.1,0.14210526315789473,40,0.059662487378711326
0.1,0.14210526315789473,41,0.05832243495978073
0.1,0.14210526315789473,42,0.057257689777719195
0.1,0.14210526315789473,43,0.05606315187703507
0.1,0.14210526315789473,44,0.05532527305274663
0.1,0.14210526315789473,45,0.05442835345058735
0.1,0.14210526315789473,46,0.05369364106269059
0.1,0.14210526315789473,47,0.053044111418875675
0.1,0.14210526315789473,48,0.052192130151979016
0.1,0.14210526315789473,49,0.05089314228371258
0.1,0.14210526315789473,50,0.04982586043952736
0.1,0.14210526315789473,51,0.048953526247634105
0.1,0.14210526315789473,52,0.047807000959486756
0.1,0.14210526315789473,53,0.04666569484463841
0.1,0.14210526315789473,54,0.04543722564219484
0.1,0.14210526315789473,55,0.044144284304261684
0.1,0.14210526315789473,56,0.04280759744849301
0.1,0.14210526315789473,57,0.042072584266880944
0.1,0.14210526315789473,58,0.04112718006550797
0.1,0.14210526315789473,59,0.03984451522797773
0.1,0.14210526315789473,60,0.03878387274955303
0.1,0.14210526315789473,61,0.037584001321735526
0.1,0.14210526315789473,62,0.03691629666748243
0.1,0.14210526315789473,63,0.03613185621857917
0.1,0.14210526315789473,64,0.03527914347126293
0.1,0.14210526315789473,65,0.03450707437893312
0.1,0.14210526315789473,66,0.03345114873076658
0.1,0.14210526315789473,67,0.03221507387504613
0.1,0.14210526315789473,68,0.031109018262344638
0.1,0.14210526315789473,69,0.030286304815926948
