sample_id,case,scenario,y_true,s_comp,theta_seq,a_seq
case118_load_shift_022,case118,load_shift,1,0.85583,7.689368,1
case118_load_shift_023,case118,load_shift,1,0.857647,7.778078,1
case118_load_shift_024,case118,load_shift,1,0.856482,7.856752,1
case118_load_shift_025,case118,load_shift,1,0.459324,7.530401,1
case118_load_shift_026,case118,load_shift,1,0.853398,7.630758,1
case118_load_shift_027,case118,load_shift,1,0.856529,7.724211,1
case118_load_shift_028,case118,load_shift,1,0.851869,7.803659,1
case118_load_shift_029,case118,load_shift,1,0.544761,7.568055,1
case118_load_shift_030,case118,load_shift,1,0.847398,7.658647,1
case118_load_shift_031,case118,load_shift,1,0.854427,7.747209,1
case118_load_shift_032,case118,load_shift,1,0.855906,7.828394,1
case118_load_shift_033,case118,load_shift,1,0.617668,7.663223,1
case118_load_shift_034,case118,load_shift,1,0.85566,7.75256,1
case118_load_shift_035,case118,load_shift,1,0.857387,7.834691,1
case118_load_shift_036,case118,load_shift,1,0.85612,7.907342,1
case118_load_shift_037,case118,load_shift,1,0.561925,7.678533,1
case118_load_shift_038,case118,load_shift,1,0.858578,7.769258,1
case118_load_shift_039,case118,load_shift,1,0.859488,7.85182,1
case118_load_shift_040,case118,load_shift,1,0.857418,7.924056,1
case118_load_shift_041,case118,load_shift,1,0.685804,7.817455,1
case118_load_shift_042,case118,load_shift,1,0.85741,7.893119,1
case118_load_shift_043,case118,load_shift,1,0.856775,7.960582,1
case118_load_shift_044,case118,load_shift,1,0.857183,8.021707,1
case118_load_shift_045,case118,load_shift,1,0.435855,7.655392,1
case118_load_shift_046,case118,load_shift,1,0.855498,7.74535,1
case118_load_shift_047,case118,load_shift,1,0.850453,7.821268,1
case118_load_shift_048,case118,load_shift,1,0.852199,7.89134,1
case118_load_shift_049,case118,load_shift,1,0.440954,7.543161,1
case118_load_shift_050,case118,load_shift,1,0.849634,7.638479,1
case118_load_shift_051,case118,load_shift,1,0.850514,7.725145,1
case118_load_shift_052,case118,load_shift,1,0.849872,7.802503,1
case118_load_shift_053,case118,load_shift,1,0.45741,7.479663,1
case118_load_shift_054,case118,load_shift,1,0.847282,7.578979,1
case118_load_shift_055,case118,load_shift,1,0.8454,7.666481,1
case118_load_shift_056,case118,load_shift,1,0.846237,7.74607,1
case118_load_shift_057,case118,load_shift,1,0.415097,7.38656,1
case118_load_shift_058,case118,load_shift,1,0.842833,7.490737,1
case118_load_shift_059,case118,load_shift,1,0.842955,7.584618,1
case118_stealth_drift_000,case118,stealth_drift,1,0.841131,7.667287,1
case118_stealth_drift_001,case118,stealth_drift,1,0.857905,7.758464,1
case118_stealth_drift_002,case118,stealth_drift,1,0.860575,7.843193,1
case118_stealth_drift_003,case118,stealth_drift,1,0.857795,7.916668,1
case118_stealth_drift_004,case118,stealth_drift,1,0.859814,7.984816,1
case118_stealth_drift_005,case118,stealth_drift,1,0.499302,7.685636,1
case118_stealth_drift_006,case118,stealth_drift,1,0.871349,7.788422,1
case118_stealth_drift_007,case118,stealth_drift,1,0.879604,7.889183,1
case118_stealth_drift_008,case118,stealth_drift,1,0.877751,7.978016,1
case118_stealth_drift_009,case118,stealth_drift,1,0.494534,7.674749,1
case118_stealth_drift_010,case118,stealth_drift,1,0.874896,7.78217,1
case118_stealth_drift_011,case118,stealth_drift,1,0.875592,7.879545,1
case118_stealth_drift_012,case118,stealth_drift,1,0.876082,7.967673,1
case118_stealth_drift_013,case118,stealth_drift,1,0.477697,7.648602,1
case118_stealth_drift_014,case118,stealth_drift,1,0.594199,7.477941,1
case118_stealth_drift_015,case118,stealth_drift,1,0.89038,7.620527,1
case118_stealth_drift_016,case118,stealth_drift,1,0.893546,7.75202,1
case118_stealth_drift_017,case118,stealth_drift,1,0.490207,7.467025,1
case118_stealth_drift_018,case118,stealth_drift,1,0.744107,7.46443,1
case118_stealth_drift_019,case118,stealth_drift,1,0.892883,7.61087,1
case118_stealth_drift_020,case118,stealth_drift,1,0.894013,7.743795,1
case118_stealth_drift_021,case118,stealth_drift,1,0.495031,7.464447,1
case118_stealth_drift_022,case118,stealth_drift,1,0.8756,7.593601,1
case118_stealth_drift_023,case118,stealth_drift,1,0.876175,7.710416,1
case118_stealth_drift_024,case118,stealth_drift,1,0.872188,7.811563,1
case118_stealth_drift_025,case118,stealth_drift,1,0.445717,7.476124,1
case118_stealth_drift_026,case118,stealth_drift,1,0.732666,7.461178,1
case118_stealth_drift_027,case118,stealth_drift,1,0.864637,7.579697,1
case118_stealth_drift_028,case118,stealth_drift,1,0.875252,7.69698,1
case118_stealth_drift_029,case118,stealth_drift,1,0.484082,7.411364,1
case118_stealth_drift_030,case118,stealth_drift,1,0.762156,7.432384,1
case118_stealth_drift_031,case118,stealth_drift,1,0.904262,7.593407,1
case118_stealth_drift_032,case118,stealth_drift,1,0.90377,7.737836,1
case118_stealth_drift_033,case118,stealth_drift,1,0.539598,7.503651,1
case118_stealth_drift_034,case118,stealth_drift,1,0.904988,7.658273,1
case118_stealth_drift_035,case118,stealth_drift,1,0.894966,7.787412,1
case118_stealth_drift_036,case118,stealth_drift,1,0.89246,7.901131,1
case118_stealth_drift_037,case118,stealth_drift,1,0.474205,7.585223,1
case118_stealth_drift_038,case118,stealth_drift,1,0.789963,7.616664,1
case118_stealth_drift_039,case118,stealth_drift,1,0.904401,7.759398,1
case118_stealth_drift_040,case118,stealth_drift,1,0.906472,7.889931,1
case118_stealth_drift_041,case118,stealth_drift,1,0.512715,7.613653,1
case118_stealth_drift_042,case118,stealth_drift,1,0.914242,7.766529,1
case118_stealth_drift_043,case118,stealth_drift,1,0.912273,7.90215,1
case118_stealth_drift_044,case118,stealth_drift,1,0.913823,8.025758,1
case118_stealth_drift_045,case118,stealth_drift,1,0.574399,7.797581,1
case118_stealth_drift_046,case118,stealth_drift,1,0.925779,7.943602,1
case118_stealth_drift_047,case118,stealth_drift,1,0.910365,8.059607,1
case118_stealth_drift_048,case118,stealth_drift,1,0.912259,8.165905,1
case118_stealth_drift_049,case118,stealth_drift,1,0.506729,7.856044,1
case118_stealth_drift_050,case118,stealth_drift,1,0.808294,7.878734,1
case118_stealth_drift_051,case118,stealth_drift,1,0.89308,7.98394,1
case118_stealth_drift_052,case118,stealth_drift,1,0.892195,8.077741,1
case118_stealth_drift_053,case118,stealth_drift,1,0.465826,7.735793,1
case118_stealth_drift_054,case118,stealth_drift,1,0.83609,7.798304,1
case118_stealth_drift_055,case118,stealth_drift,1,0.890598,7.909072,1
case118_stealth_drift_056,case118,stealth_drift,1,0.903442,8.021606,1
case118_stealth_drift_057,case118,stealth_drift,1,0.476055,7.695501,1
case118_stealth_drift_058,case118,stealth_drift,1,0.691663,7.617614,1
case118_stealth_drift_059,case118,stealth_drift,1,0.894498,7.750351,1
