sample_id,case,scenario,severity_tier,attack_magnitude,snr_estimate,sample_idx,split,y_true,nis,nis_threshold,a_nis,cusum_g,cusum_threshold,a_cusum,jitter_z,jitter_bar,a_jitter,s_comp,theta_seq,theta_threshold,a_seq,votes,d_k2,d_k1,S_cond
case118_baseline_034,case118,baseline,Tier 0 (Benign),0.0,0.0,34,test,0,516.3719,418.8245,1,0.0,5.0,0,2.2718,0.8514,0,0.350798,3.772396,5.422647,0,1,0,1,7736.46
case118_baseline_035,case118,baseline,Tier 0 (Benign),0.0,0.0,35,test,0,570.687,418.8245,1,0.0396,5.0,0,0.0639,0.7865,0,0.381164,3.776321,5.422647,0,1,0,1,7741.64
case118_baseline_036,case118,baseline,Tier 0 (Benign),0.0,0.0,36,test,0,558.6944,418.8245,1,0.0,5.0,0,0.9077,0.8087,0,0.373923,3.772612,5.422647,0,1,0,1,7749.74
case118_baseline_037,case118,baseline,Tier 0 (Benign),0.0,0.0,37,test,0,548.4378,418.8245,1,0.0,5.0,0,0.8826,0.7941,0,0.36707,3.762421,5.422647,0,1,0,1,7735.29
case118_baseline_038,case118,baseline,Tier 0 (Benign),0.0,0.0,38,test,0,604.5675,418.8245,1,0.7173,5.0,0,1.5686,0.8562,0,0.425202,3.811381,5.422647,0,1,0,1,7726.18
case118_baseline_039,case118,baseline,Tier 0 (Benign),0.0,0.0,39,test,0,620.4627,418.8245,1,1.7525,5.0,0,0.6806,0.8703,0,0.46645,3.896694,5.422647,0,1,0,1,7737.74
case118_baseline_040,case118,baseline,Tier 0 (Benign),0.0,0.0,40,test,0,579.176,418.8245,1,1.9619,5.0,0,0.2594,0.8698,0,0.448062,3.955086,5.422647,0,1,0,1,7737.86
case118_baseline_041,case118,baseline,Tier 0 (Benign),0.0,0.0,41,test,0,605.3297,418.8245,1,2.6945,5.0,0,0.2983,0.8625,0,0.485284,4.044862,5.422647,0,1,0,1,7723.31
case118_baseline_042,case118,baseline,Tier 0 (Benign),0.0,0.0,42,test,0,503.9409,418.8245,1,1.3991,5.0,0,1.2957,0.8967,0,0.387613,4.027989,5.422647,0,1,0,1,7738.79
case118_baseline_043,case118,baseline,Tier 0 (Benign),0.0,0.0,43,test,0,558.4609,418.8245,1,1.1942,5.0,0,0.0439,0.7818,0,0.408264,4.033454,5.422647,0,1,0,1,7724.78
case118_baseline_044,case118,baseline,Tier 0 (Benign),0.0,0.0,44,test,0,530.8233,418.8245,1,0.4364,5.0,0,1.8216,0.8203,0,0.37096,4.001069,5.422647,0,1,0,1,7726.62
case118_baseline_045,case118,baseline,Tier 0 (Benign),0.0,0.0,45,test,0,531.8708,418.8245,1,0.0,5.0,0,1.4733,0.8893,0,0.361944,3.962907,5.422647,0,1,0,1,7740.91
case118_baseline_046,case118,baseline,Tier 0 (Benign),0.0,0.0,46,test,0,501.1177,418.8245,1,0.0,5.0,0,0.4004,0.8407,0,0.341157,3.907773,5.422647,0,1,0,1,7733.78
case118_baseline_047,case118,baseline,Tier 0 (Benign),0.0,0.0,47,test,0,557.788,418.8245,1,0.0,5.0,0,1.1746,0.8975,0,0.377823,3.894819,5.422647,0,1,0,1,7723.68
case118_baseline_048,case118,baseline,Tier 0 (Benign),0.0,0.0,48,test,0,469.8247,418.8245,1,0.0,5.0,0,0.4521,0.8503,0,0.322959,3.828296,5.422647,0,1,0,1,7746.47
case118_baseline_049,case118,baseline,Tier 0 (Benign),0.0,0.0,49,test,0,532.3788,418.8245,1,0.0,5.0,0,0.6181,0.8415,0,0.359856,3.805322,5.422647,0,1,0,1,7734.89
case118_baseline_050,case118,baseline,Tier 0 (Benign),0.0,0.0,50,test,0,555.6834,418.8245,1,0.0,5.0,0,0.9412,0.8361,0,0.373499,3.79829,5.422647,0,1,0,1,7723.65
case118_baseline_051,case118,baseline,Tier 0 (Benign),0.0,0.0,51,test,0,572.0584,418.8245,1,0.0671,5.0,0,0.0313,0.7952,0,0.38324,3.801701,5.422647,0,1,0,1,7739.93
case118_baseline_052,case118,baseline,Tier 0 (Benign),0.0,0.0,52,test,0,538.1219,418.8245,1,0.0,5.0,0,1.4635,0.8465,0,0.363537,3.785068,5.422647,0,1,0,1,7723.31
case118_baseline_053,case118,baseline,Tier 0 (Benign),0.0,0.0,53,test,0,612.0923,418.8245,1,0.8678,5.0,0,1.9373,0.9293,0,0.437862,3.844423,5.422647,0,1,0,1,7721.4
case118_baseline_054,case118,baseline,Tier 0 (Benign),0.0,0.0,54,test,0,569.0152,418.8245,1,0.874,5.0,0,0.1954,0.8255,0,0.407143,3.867124,5.422647,0,1,0,1,7754.59
case118_baseline_055,case118,baseline,Tier 0 (Benign),0.0,0.0,55,test,0,539.4232,418.8245,1,0.2883,5.0,0,0.8171,0.8631,0,0.373791,3.854203,5.422647,0,1,0,1,7734.96
case118_baseline_056,case118,baseline,Tier 0 (Benign),0.0,0.0,56,test,0,589.7584,418.8245,1,0.7094,5.0,0,0.9882,0.8672,0,0.416671,3.885453,5.422647,0,1,0,1,7734.66
case118_baseline_057,case118,baseline,Tier 0 (Benign),0.0,0.0,57,test,0,595.1558,418.8245,1,1.2384,5.0,0,0.367,0.8414,0,0.434475,3.931383,5.422647,0,1,0,1,7725.24
case118_baseline_058,case118,baseline,Tier 0 (Benign),0.0,0.0,58,test,0,526.1383,418.8245,1,0.387,5.0,0,2.2949,0.8777,0,0.369551,3.907795,5.422647,0,1,0,1,7732.98
case118_baseline_059,case118,baseline,Tier 0 (Benign),0.0,0.0,59,test,0,547.5101,418.8245,1,0.0,5.0,0,0.5071,0.869,0,0.370264,3.88728,5.422647,0,1,0,1,7724.29
case118_branch_outage_000,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,0,test,1,715.0273,418.8245,1,2.9267,5.0,0,1.4269,0.9274,0,0.560976,4.059528,5.422647,0,1,0,1,7733.27
case118_branch_outage_001,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,1,test,1,1785.655,418.8245,1,27.2679,5.0,1,1.7135,0.9981,0,0.849907,4.503483,5.422647,0,2,1,1,7723.74
case118_branch_outage_002,case118,branch_outage,Tier 3 (Strong),0.008,4.0,2,test,1,5934.6395,418.8245,1,134.5963,5.0,1,1.4515,1.0059,0,0.850297,4.903432,5.422647,0,2,1,1,7740.15
case118_branch_outage_003,case118,branch_outage,Tier 4 (Severe),0.012,6.0,3,test,1,14815.5295,418.8245,1,419.5585,5.0,1,0.2066,1.0141,0,0.850704,5.263793,5.422647,0,2,1,1,7783.83
case118_branch_outage_004,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,4,test,1,9806.7309,418.8245,1,604.3357,5.0,1,0.0375,0.9249,0,0.846244,5.583657,5.422647,1,2,1,1,7793.66
case118_branch_outage_005,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,5,test,1,2177.9584,418.8245,1,636.5236,5.0,1,2.0726,0.9548,0,0.847742,5.873033,5.422647,1,2,1,1,7729.67
case118_branch_outage_006,case118,branch_outage,Tier 3 (Strong),0.008,4.0,6,test,1,6273.0174,418.8245,1,750.6202,5.0,1,0.8176,0.9757,0,0.848785,6.134515,5.422647,1,2,1,1,7733.12
case118_branch_outage_007,case118,branch_outage,Tier 4 (Severe),0.012,6.0,7,test,1,14024.9269,418.8245,1,1019.7689,5.0,1,0.0867,0.9213,0,0.846066,6.367129,5.422647,1,2,1,1,7768.73
case118_branch_outage_008,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,8,test,1,10964.3534,418.8245,1,1227.7007,5.0,1,0.8466,0.941,0,0.847052,6.577468,5.422647,1,2,1,1,7741.04
case118_branch_outage_009,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,9,test,1,2207.9938,418.8245,1,1260.4894,5.0,1,0.5206,0.9362,0,0.846808,6.766529,5.422647,1,2,1,1,7701.67
case118_branch_outage_010,case118,branch_outage,Tier 3 (Strong),0.008,4.0,10,test,1,7385.1153,418.8245,1,1396.8299,5.0,1,0.2925,0.9037,0,0.845186,6.935062,5.422647,1,2,1,1,7752.52
case118_branch_outage_011,case118,branch_outage,Tier 4 (Severe),0.012,6.0,11,test,1,16151.3625,418.8245,1,1708.5112,5.0,1,1.4353,0.9739,0,0.848696,7.090252,5.422647,1,2,1,1,7748.34
case118_branch_outage_012,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,12,test,1,9397.1025,418.8245,1,1885.0951,5.0,1,0.8011,0.9408,0,0.84704,7.228267,5.422647,1,2,1,1,7786.18
case118_branch_outage_013,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,13,test,1,2089.5011,418.8245,1,1915.5138,5.0,1,0.3469,0.8613,0,0.843064,7.348504,5.422647,1,2,1,1,7725.03
case118_branch_outage_014,case118,branch_outage,Tier 3 (Strong),0.008,4.0,14,test,1,6605.8715,418.8245,1,2036.268,5.0,1,0.6907,0.886,0,0.844302,7.457956,5.422647,1,2,1,1,7707.03
case118_branch_outage_015,case118,branch_outage,Tier 4 (Severe),0.012,6.0,15,test,1,16793.4154,418.8245,1,2360.7915,5.0,1,0.4608,0.8682,0,0.843412,7.555572,5.422647,1,2,1,1,7774.05
case118_branch_outage_016,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,16,test,1,10223.4607,418.8245,1,2553.9041,5.0,1,0.7919,0.8584,0,0.842921,7.642936,5.422647,1,2,1,1,7724.2
case118_branch_outage_017,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,17,test,1,2095.0456,418.8245,1,2584.4336,5.0,1,1.563,0.9182,0,0.845911,7.724553,5.422647,1,2,1,1,7735.82
case118_branch_outage_018,case118,branch_outage,Tier 3 (Strong),0.008,4.0,18,test,1,5120.5001,418.8245,1,2675.4777,5.0,1,0.1148,0.8092,0,0.840461,7.792559,5.422647,1,2,1,1,7741.23
case118_branch_outage_019,case118,branch_outage,Tier 4 (Severe),0.012,6.0,19,test,1,12892.1133,418.8245,1,2921.9682,5.0,1,0.1771,0.7927,0,0.839635,7.852938,5.422647,1,2,1,1,7789.11
case118_branch_outage_020,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,20,test,1,9220.7533,418.8245,1,3095.0248,5.0,1,0.0096,0.7218,0,0.836092,7.903737,5.422647,1,2,1,1,7834.29
case118_branch_outage_021,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,21,test,1,1975.392,418.8245,1,3123.161,5.0,1,0.4687,0.6596,0,0.83298,7.946343,5.422647,1,2,1,1,7728.87
case118_branch_outage_022,case118,branch_outage,Tier 3 (Strong),0.008,4.0,22,test,1,4987.5787,418.8245,1,3211.5465,5.0,1,1.5353,0.6638,0,0.83319,7.984899,5.422647,1,2,1,1,7728.35
case118_branch_outage_023,case118,branch_outage,Tier 4 (Severe),0.012,6.0,23,test,1,13929.1653,418.8245,1,3478.7798,5.0,1,1.3089,0.7189,0,0.835945,8.022354,5.422647,1,2,1,1,7758.37
case118_branch_outage_024,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,24,test,1,9640.2625,418.8245,1,3660.2273,5.0,1,0.4502,0.7395,0,0.836977,8.057096,5.422647,1,2,1,1,7744.99
case118_branch_outage_025,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,25,test,1,1854.3166,418.8245,1,3685.9419,5.0,1,0.0824,0.64,0,0.832002,8.083388,5.422647,1,2,1,1,7713.99
case118_branch_outage_026,case118,branch_outage,Tier 3 (Strong),0.008,4.0,26,test,1,5931.5831,418.8245,1,3793.2091,5.0,1,1.6829,0.6833,0,0.834165,8.109214,5.422647,1,2,1,1,7782.22
case118_branch_outage_027,case118,branch_outage,Tier 4 (Severe),0.012,6.0,27,test,1,15288.1544,418.8245,1,4087.6247,5.0,1,0.7861,0.7183,0,0.835913,8.134206,5.422647,1,2,1,1,7808.7
case118_branch_outage_028,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,28,test,1,10684.8369,418.8245,1,4289.9656,5.0,1,0.0764,0.6798,0,0.833988,8.154773,5.422647,1,2,1,1,7768.38
case118_branch_outage_029,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,29,test,1,2272.5619,418.8245,1,4324.0458,5.0,1,0.1502,0.6612,0,0.833062,8.172358,5.422647,1,2,1,1,7732.12
case118_branch_outage_030,case118,branch_outage,Tier 3 (Strong),0.008,4.0,30,test,1,5658.2991,418.8245,1,4425.8469,5.0,1,0.2238,0.6578,0,0.83289,8.188012,5.422647,1,2,1,1,7732.64
case118_branch_outage_031,case118,branch_outage,Tier 4 (Severe),0.012,6.0,31,test,1,15460.9049,418.8245,1,4723.7178,5.0,1,1.9029,0.6812,0,0.834059,8.20327,5.422647,1,2,1,1,7729.33
case118_branch_outage_032,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,32,test,1,10661.3017,418.8245,1,4925.588,5.0,1,0.3087,0.6566,0,0.832828,8.215771,5.422647,1,2,1,1,7788.57
case118_branch_outage_033,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,33,test,1,2354.395,418.8245,1,4961.305,5.0,1,2.2502,0.7517,0,0.837586,8.231781,5.422647,1,2,1,1,7712.41
case118_branch_outage_034,case118,branch_outage,Tier 3 (Strong),0.008,4.0,34,test,1,5717.3073,418.8245,1,5064.2863,5.0,1,0.003,0.7173,0,0.835867,8.24447,5.422647,1,2,1,1,7717.23
case118_branch_outage_035,case118,branch_outage,Tier 4 (Severe),0.012,6.0,35,test,1,15828.7296,418.8245,1,5369.5144,5.0,1,0.3386,0.7112,0,0.835562,8.255584,5.422647,1,2,1,1,7732.25
case118_branch_outage_036,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,36,test,1,10688.6293,418.8245,1,5571.9311,5.0,1,1.5562,0.7494,0,0.837472,8.267498,5.422647,1,2,1,1,7809.62
case118_branch_outage_037,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,37,test,1,1944.4119,418.8245,1,5599.4477,5.0,1,0.4295,0.6928,0,0.834638,8.275387,5.422647,1,2,1,1,7739.73
case118_branch_outage_038,case118,branch_outage,Tier 3 (Strong),0.008,4.0,38,test,1,5774.3712,418.8245,1,5703.5705,5.0,1,0.031,0.6886,0,0.834429,8.282277,5.422647,1,2,1,1,7733.49
case118_branch_outage_039,case118,branch_outage,Tier 4 (Severe),0.012,6.0,39,test,1,16060.2297,418.8245,1,6013.4289,5.0,1,1.5486,0.7572,0,0.837858,8.291907,5.422647,1,2,1,1,7777.99
case118_branch_outage_040,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,40,test,1,10585.9662,418.8245,1,6213.7923,5.0,1,0.7994,0.7966,0,0.839832,8.302548,5.422647,1,2,1,1,7752.74
case118_branch_outage_041,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,41,test,1,2010.5628,418.8245,1,6242.632,5.0,1,0.8787,0.8171,0,0.840857,8.313151,5.422647,1,2,1,1,7732.03
case118_branch_outage_042,case118,branch_outage,Tier 3 (Strong),0.008,4.0,42,test,1,5519.7553,418.8245,1,6341.6619,5.0,1,0.6762,0.7742,0,0.838709,8.320545,5.422647,1,2,1,1,7714.66
case118_branch_outage_043,case118,branch_outage,Tier 4 (Severe),0.012,6.0,43,test,1,12626.5584,418.8245,1,6582.8408,5.0,1,0.1328,0.7154,0,0.835769,8.32426,5.422647,1,2,1,1,7732.96
case118_branch_outage_044,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,44,test,1,9660.0087,418.8245,1,6764.6833,5.0,1,1.1844,0.7521,0,0.837605,8.329438,5.422647,1,2,1,1,7764.5
case118_branch_outage_045,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,45,test,1,2281.8853,418.8245,1,6798.95,5.0,1,0.8371,0.7898,0,0.839491,8.335986,5.422647,1,2,1,1,7718.37
case118_branch_outage_046,case118,branch_outage,Tier 3 (Strong),0.008,4.0,46,test,1,6412.0009,418.8245,1,6915.8264,5.0,1,0.3839,0.7249,0,0.836244,8.338631,5.422647,1,2,1,1,7727.12
case118_branch_outage_047,case118,branch_outage,Tier 4 (Severe),0.012,6.0,47,test,1,16445.9641,418.8245,1,7233.4003,5.0,1,0.6468,0.7179,0,0.835896,8.340663,5.422647,1,2,1,1,7763.08
case118_branch_outage_048,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,48,test,1,12943.3995,418.8245,1,7480.9166,5.0,1,0.7905,0.7536,0,0.837681,8.344278,5.422647,1,2,1,1,7754.68
case118_branch_outage_049,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,49,test,1,2103.8715,418.8245,1,7511.6227,5.0,1,0.1156,0.7519,0,0.837594,8.347444,5.422647,1,2,1,1,7743.39
case118_branch_outage_050,case118,branch_outage,Tier 3 (Strong),0.008,4.0,50,test,1,6440.6483,418.8245,1,7629.0721,5.0,1,0.1508,0.7482,0,0.837412,8.350112,5.422647,1,2,1,1,7762.1
case118_branch_outage_051,case118,branch_outage,Tier 4 (Severe),0.012,6.0,51,test,1,14282.7645,418.8245,1,7903.3781,5.0,1,2.4505,0.7756,0,0.838781,8.353882,5.422647,1,2,1,1,7728.27
case118_branch_outage_052,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,52,test,1,11106.8171,418.8245,1,8114.1594,5.0,1,1.7945,0.8499,0,0.842495,8.360989,5.422647,1,2,1,1,7757.78
case118_branch_outage_053,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,53,test,1,2287.3665,418.8245,1,8148.5357,5.0,1,0.8531,0.7801,0,0.839003,8.363893,5.422647,1,2,1,1,7716.75
case118_branch_outage_054,case118,branch_outage,Tier 3 (Strong),0.008,4.0,54,test,1,5279.8495,418.8245,1,8242.7671,5.0,1,0.3235,0.7961,0,0.839804,8.367307,5.422647,1,2,1,1,7725.35
case118_branch_outage_055,case118,branch_outage,Tier 4 (Severe),0.012,6.0,55,test,1,13676.8058,418.8245,1,8504.9528,5.0,1,0.8332,0.8208,0,0.84104,8.371617,5.422647,1,2,1,1,7788.76
case118_branch_outage_056,case118,branch_outage,Tier 1 (Subtle),0.0025,1.25,56,test,1,10193.4149,418.8245,1,8697.4643,5.0,1,0.2974,0.7579,0,0.837893,8.372349,5.422647,1,2,1,1,7779.01
case118_branch_outage_057,case118,branch_outage,Tier 2 (Moderate),0.005,2.5,57,test,1,1889.7424,418.8245,1,8723.8875,5.0,1,0.4714,0.76,0,0.837998,8.373112,5.422647,1,2,1,1,7724.16
case118_branch_outage_058,case118,branch_outage,Tier 3 (Strong),0.008,4.0,58,test,1,6500.1943,418.8245,1,8842.528,5.0,1,0.3022,0.7735,0,0.838676,8.374477,5.422647,1,2,1,1,7714.46
case118_branch_outage_059,case118,branch_outage,Tier 4 (Severe),0.012,6.0,59,test,1,16446.946,418.8245,1,9160.1215,5.0,1,1.7354,0.7829,0,0.839143,8.376173,5.422647,1,2,1,1,7764.85
case118_fdia_000,case118,fdia,Tier 1 (Subtle),0.00343,1.72,0,test,1,10439.6479,418.8245,1,9357.5582,5.0,1,0.9416,0.79,0,0.839499,8.378054,5.422647,1,2,1,1,7833.77
case118_fdia_001,case118,fdia,Tier 2 (Moderate),0.009539,4.77,1,test,1,3491.5023,418.8245,1,9416.0194,5.0,1,2.2178,0.8569,0,0.842847,8.383095,5.422647,1,2,1,1,7769.11
case118_fdia_002,case118,fdia,Tier 3 (Strong),0.015414,7.71,2,test,1,5986.079,418.8245,1,9524.3766,5.0,1,0.8918,0.8677,0,0.843385,8.388171,5.422647,1,2,1,1,7830.84
case118_fdia_003,case118,fdia,Tier 4 (Severe),0.03,15.0,3,test,1,15517.8579,418.8245,1,9823.3867,5.0,1,1.1604,0.9191,0,0.845955,8.395308,5.422647,1,2,1,1,7914.57
case118_fdia_004,case118,fdia,Tier 1 (Subtle),0.003719,1.86,4,test,1,4509.0692,418.8245,1,9902.2011,5.0,1,0.9623,0.908,0,0.845399,8.401177,5.422647,1,2,1,1,8087.56
case118_fdia_005,case118,fdia,Tier 2 (Moderate),0.009026,4.51,5,test,1,2728.4569,418.8245,1,9945.4,5.0,1,0.0111,0.8667,0,0.843335,8.404394,5.422647,1,2,1,1,7906.21
case118_fdia_006,case118,fdia,Tier 3 (Strong),0.016918,8.46,6,test,1,7207.9078,418.8245,1,10078.196,5.0,1,1.4061,0.9178,0,0.84589,8.409845,5.422647,1,2,1,1,7886.42
case118_fdia_007,case118,fdia,Tier 4 (Severe),0.03,15.0,7,test,1,14310.3335,418.8245,1,10353.0534,5.0,1,1.0155,0.9362,0,0.846812,8.415672,5.422647,1,2,1,1,7952.59
case118_fdia_008,case118,fdia,Tier 1 (Subtle),0.002569,1.28,8,test,1,5657.6984,418.8245,1,10454.8425,5.0,1,1.4301,0.9682,0,0.848411,8.422516,5.422647,1,2,1,1,8104.6
case118_fdia_009,case118,fdia,Tier 2 (Moderate),0.008639,4.32,9,test,1,1890.2304,418.8245,1,10481.2754,5.0,1,1.289,1.0269,0,0.851344,8.431608,5.422647,1,2,1,1,7894.54
case118_fdia_010,case118,fdia,Tier 3 (Strong),0.013076,6.54,10,test,1,7713.1558,418.8245,1,10624.1773,5.0,1,0.9807,1.0684,0,0.853419,8.441866,5.422647,1,2,1,1,7883.25
case118_fdia_011,case118,fdia,Tier 4 (Severe),0.03,15.0,11,test,1,15647.9905,418.8245,1,10925.7902,5.0,1,0.8773,0.9897,0,0.849486,8.447166,5.422647,1,2,1,1,7918.41
case118_fdia_012,case118,fdia,Tier 1 (Subtle),0.002374,1.19,12,test,1,5294.4908,418.8245,1,11020.3145,5.0,1,0.81,0.9405,0,0.847025,8.449474,5.422647,1,2,1,1,8098.43
case118_fdia_013,case118,fdia,Tier 2 (Moderate),0.009908,4.95,13,test,1,1372.1566,418.8245,1,11036.385,5.0,1,2.1519,1.0054,0,0.850272,8.454798,5.422647,1,2,1,1,7895.04
case118_fdia_014,case118,fdia,Tier 3 (Strong),0.015208,7.6,14,test,1,4795.8995,418.8245,1,11120.9365,5.0,1,1.5465,1.0666,0,0.853329,8.462648,5.422647,1,2,1,1,7884.34
case118_fdia_015,case118,fdia,Tier 4 (Severe),0.03,15.0,15,test,1,15032.5265,418.8245,1,11410.239,5.0,1,1.0912,1.0795,0,0.853974,8.470357,5.422647,1,2,1,1,7939.48
case118_fdia_016,case118,fdia,Tier 1 (Subtle),0.003213,1.61,16,test,1,4985.9183,418.8245,1,11498.5913,5.0,1,0.894,1.1093,0,0.855466,8.478787,5.422647,1,2,1,1,8102.0
case118_fdia_017,case118,fdia,Tier 2 (Moderate),0.007862,3.93,17,test,1,2703.0117,418.8245,1,11541.2812,5.0,1,0.5856,1.115,0,0.855751,8.48666,5.422647,1,2,1,1,7909.28
case118_fdia_018,case118,fdia,Tier 3 (Strong),0.014494,7.25,18,test,1,5611.4323,418.8245,1,11642.1449,5.0,1,0.9839,1.1491,0,0.857455,8.495449,5.422647,1,2,1,1,7874.63
case118_fdia_019,case118,fdia,Tier 4 (Severe),0.03,15.0,19,test,1,14997.4388,418.8245,1,11930.7456,5.0,1,0.8185,1.1033,0,0.855163,8.501067,5.422647,1,2,1,1,7921.42
case118_fdia_020,case118,fdia,Tier 1 (Subtle),0.002604,1.3,20,test,1,5326.4893,418.8245,1,12025.9099,5.0,1,0.6218,1.0873,0,0.854364,8.505324,5.422647,1,2,1,1,8094.27
case118_fdia_021,case118,fdia,Tier 2 (Moderate),0.00914,4.57,21,test,1,1303.7902,418.8245,1,12040.6129,5.0,1,0.5233,1.0025,0,0.850127,8.504919,5.422647,1,2,1,1,7900.01
case118_fdia_022,case118,fdia,Tier 3 (Strong),0.014538,7.27,22,test,1,8670.1806,418.8245,1,12202.6571,5.0,1,0.0846,0.9622,0,0.84811,8.502537,5.422647,1,2,1,1,7882.3
case118_fdia_023,case118,fdia,Tier 4 (Severe),0.03,15.0,23,test,1,15381.5526,418.8245,1,12498.9408,5.0,1,1.1662,0.9625,0,0.848124,8.500407,5.422647,1,2,1,1,7934.31
case118_fdia_024,case118,fdia,Tier 1 (Subtle),0.002792,1.4,24,test,1,5217.5092,418.8245,1,12591.9252,5.0,1,0.4113,0.9349,0,0.846746,8.497113,5.422647,1,2,1,1,8102.68
case118_fdia_025,case118,fdia,Tier 2 (Moderate),0.006661,3.33,25,test,1,2213.9343,418.8245,1,12624.8328,5.0,1,0.6035,0.9645,0,0.848227,8.495629,5.422647,1,2,1,1,7894.05
case118_fdia_026,case118,fdia,Tier 3 (Strong),0.015318,7.66,26,test,1,7482.5426,418.8245,1,12763.122,5.0,1,1.5568,0.9721,0,0.848604,8.49467,5.422647,1,2,1,1,7855.66
case118_fdia_027,case118,fdia,Tier 4 (Severe),0.03,15.0,27,test,1,15368.2371,418.8245,1,13059.1394,5.0,1,0.6939,0.956,0,0.8478,8.493002,5.422647,1,2,1,1,7930.72
case118_fdia_028,case118,fdia,Tier 1 (Subtle),0.003453,1.73,28,test,1,5080.2423,418.8245,1,13149.3783,5.0,1,0.9416,0.9316,0,0.846579,8.490281,5.422647,1,2,1,1,8099.93
case118_fdia_029,case118,fdia,Tier 2 (Moderate),0.006953,3.48,29,test,1,2161.2684,418.8245,1,13181.2324,5.0,1,0.3321,0.8837,0,0.844186,8.485439,5.422647,1,2,1,1,7905.76
case118_fdia_030,case118,fdia,Tier 3 (Strong),0.016021,8.01,30,test,1,8337.5547,418.8245,1,13336.6234,5.0,1,0.3782,0.8536,0,0.84268,8.479575,5.422647,1,2,1,1,7861.13
case118_fdia_031,case118,fdia,Tier 4 (Severe),0.03,15.0,31,test,1,15248.8204,418.8245,1,13630.2523,5.0,1,0.5763,0.8386,0,0.841928,8.473545,5.422647,1,2,1,1,7936.57
case118_fdia_032,case118,fdia,Tier 1 (Subtle),0.003888,1.94,32,test,1,4691.3199,418.8245,1,13712.712,5.0,1,0.4493,0.8205,0,0.841026,8.467217,5.422647,1,2,1,1,8102.76
case118_fdia_033,case118,fdia,Tier 2 (Moderate),0.009559,4.78,33,test,1,2866.0796,418.8245,1,13758.6636,5.0,1,0.8341,0.7546,0,0.837731,8.458226,5.422647,1,2,1,1,7910.07
case118_fdia_034,case118,fdia,Tier 3 (Strong),0.01734,8.67,34,test,1,4835.3677,418.8245,1,13844.0046,5.0,1,1.0966,0.7321,0,0.836607,8.44901,5.422647,1,2,1,1,7897.76
case118_fdia_035,case118,fdia,Tier 4 (Severe),0.03,15.0,35,test,1,14343.4942,418.8245,1,14119.5253,5.0,1,0.472,0.7012,0,0.835059,8.439168,5.422647,1,2,1,1,7963.2
case118_fdia_036,case118,fdia,Tier 1 (Subtle),0.002963,1.48,36,test,1,5313.5306,418.8245,1,14214.4303,5.0,1,0.2903,0.671,0,0.833549,8.4288,5.422647,1,2,1,1,8107.39
case118_fdia_037,case118,fdia,Tier 2 (Moderate),0.007448,3.72,37,test,1,1982.2579,418.8245,1,14242.7039,5.0,1,1.5504,0.7192,0,0.835961,8.421881,5.422647,1,2,1,1,7901.66
case118_fdia_038,case118,fdia,Tier 3 (Strong),0.015499,7.75,38,test,1,9051.6267,418.8245,1,14412.3777,5.0,1,0.1516,0.6776,0,0.833881,8.413574,5.422647,1,2,1,1,7866.1
case118_fdia_039,case118,fdia,Tier 4 (Severe),0.03,15.0,39,test,1,14959.6209,418.8245,1,14700.222,5.0,1,0.29,0.6512,0,0.832559,8.404776,5.422647,1,2,1,1,7935.44
case118_fdia_040,case118,fdia,Tier 1 (Subtle),0.002529,1.26,40,test,1,5366.7574,418.8245,1,14796.1917,5.0,1,2.5513,0.7477,0,0.837383,8.401682,5.422647,1,2,1,1,8103.63
case118_fdia_041,case118,fdia,Tier 2 (Moderate),0.009598,4.8,41,test,1,1578.9904,418.8245,1,14816.3992,5.0,1,1.7681,0.8099,0,0.840495,8.402009,5.422647,1,2,1,1,7892.55
